,거래,종류,확인일자,현장확인,매물명,공급면적,전용면적,층,매물가,연락처
174,매매,아파트,2017-12-14,,한강현대 네이버부동산에서 보기,151.44,131.4,5/15,120000,우수 활동한강공인중개사사무소 02-817-4411
175,매매,아파트,2017-12-14,,명수대현대 네이버부동산에서 보기,145.45,112.29,8/15,135000,우수 활동굿모닝공인중개사 사무소 02-826-2800
176,매매,아파트,2017-12-16,,흑석한강센트레빌2차 네이버부동산에서 보기,151.3,119.73,9/15,100000,아크로리버하임부동산중개 02-815-8080
177,매매,아파트,2017-12-15,,한강현대 네이버부동산에서 보기,87.85,66.22,5/15,85000,소나무공인중개사사무소 02-816-7878
178,매매,아파트,2017-12-15,,명수대현대 네이버부동산에서 보기,185.12,147.18,8/15,135000,뉴공인중개사사무소 02-817-9500
179,매매,아파트,2017-12-15,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,81000,소나무공인중개사사무소 02-816-7878
180,매매,아파트,2017-12-15,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,9/19,88000,푸르지오(단지내)공인중개사사무소 02-813-3500
181,매매,아파트,2017-12-15,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,11/19,99000,센트레빌(단지내)공인중개사사무소 02-817-8989
182,매매,아파트,2017-12-09,,집주인 명수대현대 네이버부동산에서 보기,161.98,124.95,10/15,125000,OK공인중개사사무소 02-364-5666
183,매매,아파트,2017-12-15,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,12/19,96000,삼성부동산공인중개사사무소 02-816-8855
184,매매,아파트,2017-12-15,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,3/15,85000,부동산114(단지내)공인중개사사무소 02-823-3800
185,매매,아파트,2017-12-15,,한강현대 네이버부동산에서 보기,151.44,131.4,7/15,120000,신일공인 02-816-4747
186,매매,아파트,2017-12-15,,한강현대 네이버부동산에서 보기,87.85,66.22,3/15,80000,신일공인 02-816-4747
187,매매,아파트,2017-12-15,,흑석한강푸르지오 네이버부동산에서 보기,108.76,84.98,9/13,87000,믿음공인중개사사무소 02-813-3388
188,매매,아파트,2017-12-15,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,7/12,96000,부동산114(단지내)공인중개사사무소 02-823-3800
189,매매,아파트,2017-12-15,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,9/18,96000,믿음공인중개사사무소 02-813-3388
190,매매,아파트,2017-12-13,,우리유앤미 네이버부동산에서 보기,81.74,59.66,15/17,48000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
191,매매,아파트,2017-12-13,,명수대현대 네이버부동산에서 보기,185.12,147.18,8/15,135000,우수 활동한강공인중개사사무소 02-817-4411
192,매매,아파트,2017-12-13,,청호 네이버부동산에서 보기,80.99,59.85,4/14,43000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
193,매매,아파트,2017-12-13,,우리유앤미 네이버부동산에서 보기,135.0,113.96,6/17,65000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
194,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,6/19,115000,센트레빌(단지내)공인중개사사무소 02-817-8989
195,매매,아파트,2017-12-14,,흑석한강푸르지오 네이버부동산에서 보기,148.07,115.95,4/13,109000,푸르지오(단지내)공인중개사사무소 02-813-3500
196,매매,아파트,2017-12-14,,한강현대 네이버부동산에서 보기,87.85,66.22,3/15,80000,행운공인중개사사무소 02-817-5006
197,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,8/19,115000,믿음공인중개사사무소 02-813-3388
198,매매,아파트,2017-12-14,,흑석한강푸르지오 네이버부동산에서 보기,148.77,115.98,5/13,105000,믿음공인중개사사무소 02-813-3388
199,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,8/19,115000,한강타운(단지내)공인중개사 02-823-3808
200,매매,아파트,2017-12-14,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,12/15,88000,믿음공인중개사사무소 02-813-3388
201,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,11/19,95000,믿음공인중개사사무소 02-813-3388
202,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,9/20,96000,신세계부동산 02-822-5757
203,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,6/16,97000,흑석한강(단지내)공인중개사사무소02-822-5353
204,매매,아파트,2017-12-14,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,12/19,95000,삼성부동산공인중개사사무소 02-816-8855
205,매매,아파트,2017-12-14,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,12/15,88000,부동산114(단지내)공인중개사사무소 02-823-3800
206,매매,아파트,2017-12-28,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,103000,우수 활동현대공인 02-824-3335
207,매매,아파트,2017-12-12,,흑석한강센트레빌2차 네이버부동산에서 보기,177.17,146.48,14/17,115000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
208,매매,아파트,2017-12-12,,흑석동양 네이버부동산에서 보기,109.29,84.99,7/16,60000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
209,매매,아파트,2017-12-12,,흑석한강센트레빌2차 네이버부동산에서 보기,111.19,84.98,9/17,90000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
210,매매,아파트,2017-12-12,,흑석한강센트레빌2차 네이버부동산에서 보기,151.31,119.72,12/17,100000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
211,매매,아파트,2017-12-12,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동한강공인중개사사무소 02-817-4411
212,매매,아파트,2017-12-15,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,4/17,85000,우수 활동NEW삼성공인중개사사무소 02-823-4040
213,매매,아파트,2017-12-13,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,뉴공인중개사사무소 02-817-9500
214,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,8/19,115000,센트레빌(단지내)공인중개사사무소 02-817-8989
215,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,9/19,120000,센트레빌(단지내)공인중개사사무소 02-817-8989
216,매매,아파트,2017-12-09,,흑석동양 네이버부동산에서 보기,109.28,84.98,2/15,55000,우수 활동파크(단지내)공인중개사사무소 02-823-1003
217,매매,아파트,2017-12-13,,흑석한강푸르지오 네이버부동산에서 보기,108.76,84.98,3/14,88000,행복공인중개사사무소 02-815-5114
218,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,9/19,118000,삼성부동산공인중개사사무소 02-816-8855
219,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,7/20,96000,믿음공인중개사사무소 02-813-3388
220,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,7/20,97000,흑석한강(단지내)공인중개사사무소02-822-5353
221,매매,아파트,2017-12-13,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,3/17,85000,믿음공인중개사사무소 02-813-3388
222,매매,아파트,2017-12-13,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,12/19,96000,부동산114(단지내)공인중개사사무소 02-823-3800
223,매매,아파트,2017-12-13,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,6/15,88000,흑석한강(단지내)공인중개사사무소02-822-5353
224,매매,아파트,2017-12-13,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,흑석한강(단지내)공인중개사사무소02-822-5353
225,매매,아파트,2017-12-13,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,6/17,86000,삼성부동산공인중개사사무소 02-816-8855
226,매매,아파트,2017-12-13,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,4/17,85000,한강타운(단지내)공인중개사 02-823-3808
227,매매,아파트,2017-12-12,,흑석한강센트레빌2차 네이버부동산에서 보기,151.3,119.73,13/13,100000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
228,매매,아파트,2017-12-12,,청호 네이버부동산에서 보기,80.99,59.85,5/14,43000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
229,매매,아파트,2017-12-11,,명수대현대 네이버부동산에서 보기,145.45,112.29,4/15,105000,우수 활동한강공인중개사사무소 02-817-4411
230,매매,아파트,2017-12-11,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,81000,우수 활동한강공인중개사사무소 02-817-4411
231,매매,아파트,2017-12-11,,명수대현대 네이버부동산에서 보기,185.12,147.18,8/15,135000,우수 활동굿모닝공인중개사 사무소 02-826-2800
232,매매,아파트,2017-12-27,,우리유앤미 네이버부동산에서 보기,82.02,59.94,중/17,48000,우수 활동new삼성공인중개사사무소 02-823-4040
233,매매,아파트,2017-12-12,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,4/16,97000,센트레빌(단지내)공인중개사사무소 02-817-8989
234,매매,아파트,2017-12-12,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,10/15,89000,푸르지오(단지내)공인중개사사무소 02-813-3500
235,매매,아파트,2017-12-08,,흑석동양 네이버부동산에서 보기,109.29,84.99,1/16,54000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
236,매매,아파트,2017-12-12,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,12/16,95000,믿음공인중개사사무소 02-813-3388
237,매매,아파트,2017-12-12,,흑석한강푸르지오 네이버부동산에서 보기,108.76,84.98,1/14,85000,믿음공인중개사사무소 02-813-3388
238,매매,아파트,2017-12-12,,한강현대 네이버부동산에서 보기,150.8,131.06,8/15,125000,신일공인 02-816-4747
239,매매,아파트,2017-12-12,,명수대현대 네이버부동산에서 보기,145.45,112.29,4/15,105000,신일공인 02-816-4747
240,매매,아파트,2017-12-12,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,서울공인중개사사무소02-825-8989
241,매매,아파트,2017-12-12,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,8/20,95000,삼성부동산공인중개사사무소 02-816-8855
242,매매,아파트,2017-12-11,,청호 네이버부동산에서 보기,80.99,59.85,4/14,43000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
243,매매,아파트,2017-12-11,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동현대공인 02-824-3335
244,매매,아파트,2017-12-04,,집주인 흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,저/17,83000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
245,매매,아파트,2017-12-11,,흑석한강푸르지오 네이버부동산에서 보기,77.87,59.84,1/13,75000,푸르지오(단지내)공인중개사사무소 02-813-3500
246,매매,아파트,2017-12-11,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,뉴공인중개사사무소 02-817-9500
247,매매,아파트,2017-12-11,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,1/19,100000,믿음공인중개사사무소 02-813-3388
248,매매,아파트,2017-12-11,,흑석한강푸르지오 네이버부동산에서 보기,77.87,59.84,5/13,75000,믿음공인중개사사무소 02-813-3388
249,매매,아파트,2017-12-11,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,6/15,85000,한강타운(단지내)공인중개사 02-823-3808
250,매매,아파트,2017-12-27,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,행운공인중개사사무소 02-817-5006
251,매매,아파트,2017-12-11,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,7/19,95000,삼성부동산공인중개사사무소 02-816-8855
252,매매,아파트,2017-12-11,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,10/13,90000,흑석114공인중개사사무소 02-814-4111
253,매매,아파트,2017-12-16,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,1/16,90000,신일공인 02-816-4747
254,매매,아파트,2017-12-11,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,1/19,103000,부동산114(단지내)공인중개사사무소 02-823-3800
255,매매,아파트,2017-12-11,,한강현대 네이버부동산에서 보기,87.85,66.22,3/15,80000,신일공인 02-816-4747
256,매매,아파트,2017-12-11,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,7/16,95000,믿음공인중개사사무소 02-813-3388
257,매매,아파트,2017-12-11,,흑석한강푸르지오 네이버부동산에서 보기,109.06,84.79,12/15,88000,삼성부동산공인중개사사무소 02-816-8855
258,매매,아파트,2017-12-09,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,우수 활동한강공인중개사사무소 02-817-4411
259,매매,아파트,2017-12-09,,한강현대 네이버부동산에서 보기,150.8,131.06,1/15,110000,우수 활동한강공인중개사사무소 02-817-4411
260,매매,아파트,2017-12-09,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동굿모닝공인중개사 사무소 02-826-2800
261,매매,아파트,2017-12-10,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,우수 활동굿모닝공인중개사 사무소 02-826-2800
262,매매,아파트,2017-12-08,,흑석한강센트레빌2차 네이버부동산에서 보기,151.31,119.72,15/17,100000,우수 활동한강(정문)센트레빌공인중개사사무소 02-824-3114
263,매매,아파트,2017-12-18,,흑석동양 네이버부동산에서 보기,109.28,84.98,1/16,56500,우수 활동한강(정문)센트레빌공인중개사사무소 02-824-3114
264,매매,주상복합,2017-12-08,,이랜드해가든 네이버부동산에서 보기,108.32,84.9,5/20,70000,우수 활동한강(정문)센트레빌공인중개사사무소 02-824-3114
265,매매,아파트,2017-12-04,,집주인 우리유앤미 네이버부동산에서 보기,135.0,113.96,저/17,60000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
266,매매,아파트,2017-12-09,,흑석한강푸르지오 네이버부동산에서 보기,148.07,115.95,7/13,107000,푸르지오(단지내)공인중개사사무소 02-813-3500
267,매매,아파트,2017-12-09,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,1/16,101000,센트레빌(단지내)공인중개사사무소 02-817-8989
268,매매,아파트,2017-12-10,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,뉴공인중개사사무소 02-817-9500
269,매매,아파트,2017-12-09,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,8/19,95000,삼성부동산공인중개사사무소 02-816-8855
270,매매,아파트,2017-12-09,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,13/15,86000,믿음공인중개사사무소 02-813-3388
271,매매,아파트,2017-12-09,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,행운공인중개사사무소 02-817-5006
272,매매,아파트,2017-12-09,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,5/19,86000,부동산114(단지내)공인중개사사무소 02-823-3800
273,매매,아파트,2017-12-09,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,8/19,95000,믿음공인중개사사무소 02-813-3388
274,매매,아파트,2017-12-09,,명수대현대 네이버부동산에서 보기,145.45,112.29,4/15,105000,서울공인중개사사무소02-825-8989
275,매매,아파트,2017-12-09,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,8/15,85000,믿음공인중개사사무소 02-813-3388
276,매매,아파트,2017-12-09,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,5/16,95000,한강타운(단지내)공인중개사 02-823-3808
277,매매,아파트,2017-12-11,,흑석동양 네이버부동산에서 보기,109.29,84.99,1/16,56500,우수 활동한강(단지내)공인중개사사무소 02-825-3114
278,매매,아파트,2017-12-08,,흑석한강센트레빌2차 네이버부동산에서 보기,151.3,119.73,14/15,100000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
279,매매,아파트,2017-12-11,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,우수 활동현대공인 02-824-3335
280,매매,아파트,2017-12-08,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,5/16,95000,센트레빌(단지내)공인중개사사무소 02-817-8989
281,매매,아파트,2017-12-08,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,5/19,86000,푸르지오(단지내)공인중개사사무소 02-813-3500
282,매매,아파트,2017-12-08,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,뉴공인중개사사무소 02-817-9500
283,매매,아파트,2017-12-08,,흑석한강푸르지오 네이버부동산에서 보기,147.85,115.84,8/14,97000,흑석한강(단지내)공인중개사사무소02-822-5353
284,매매,아파트,2017-12-08,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,10/20,96000,삼성부동산공인중개사사무소 02-816-8855
285,매매,아파트,2017-12-14,,한강현대 네이버부동산에서 보기,100.04,83.47,3/15,88000,현대공인중개사사무소 02-812-2277
286,매매,아파트,2017-12-08,,한강현대 네이버부동산에서 보기,150.8,131.06,1/15,110000,현대공인중개사사무소 02-812-2277
287,매매,아파트,2017-12-08,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,10/16,115000,부동산114(단지내)공인중개사사무소 02-823-3800
288,매매,아파트,2017-12-08,,흑석한강푸르지오 네이버부동산에서 보기,148.77,115.98,13/13,108000,믿음공인중개사사무소 02-813-3388
289,매매,아파트,2017-12-06,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동굿모닝공인중개사 사무소 02-826-2800
290,매매,아파트,2017-12-06,,한강현대 네이버부동산에서 보기,100.04,83.47,1/15,85000,우수 활동한강공인중개사사무소 02-817-4411
291,매매,아파트,2017-12-07,,흑석한강푸르지오 네이버부동산에서 보기,148.07,115.95,13/13,108000,푸르지오(단지내)공인중개사사무소 02-813-3500
292,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,4/16,115000,센트레빌(단지내)공인중개사사무소 02-817-8989
293,매매,아파트,2017-12-05,,명수대현대 네이버부동산에서 보기,161.98,124.95,1/15,108000,태희공인중개사 02-824-5600
294,매매,아파트,2017-12-08,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,8/19,95000,흑석한강(단지내)공인중개사사무소02-822-5353
295,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,6/19,114000,믿음공인중개사사무소 02-813-3388
296,매매,아파트,2017-12-07,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,11/13,89000,흑석114공인중개사사무소 02-814-4111
297,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,6/20,96000,한강타운(단지내)공인중개사 02-823-3808
298,매매,아파트,2017-12-07,,흑석한강푸르지오 네이버부동산에서 보기,108.76,84.98,1/13,83000,예가인공인중개사 02-812-8989
299,매매,아파트,2017-12-07,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,7/17,85000,부동산114(단지내)공인중개사사무소 02-823-3800
300,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,10/16,115000,신세계부동산 02-822-5757
301,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,12/16,115000,예가인공인중개사 02-812-8989
302,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,10/20,96000,신세계부동산 02-822-5757
303,매매,아파트,2017-12-07,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,9/16,116000,삼성부동산공인중개사사무소 02-816-8855
304,매매,아파트,2017-12-06,,청호 네이버부동산에서 보기,80.99,59.85,4/14,43000,우수 활동한강(단지내)공인중개사사무소 02-825-3114
305,매매,아파트,2017-12-06,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,13/16,97000,센트레빌(단지내)공인중개사사무소 02-817-8989
306,매매,아파트,2017-12-06,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,10/17,86000,푸르지오(단지내)공인중개사사무소 02-813-3500
307,매매,아파트,2017-12-06,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,뉴공인중개사사무소 02-817-9500
308,매매,아파트,2017-12-06,,흑석한강푸르지오 네이버부동산에서 보기,109.5,84.91,4/15,88000,태양공인중개사사무소 02-813-3894
309,매매,아파트,2017-12-06,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,11/16,95000,믿음공인중개사사무소 02-813-3388
310,매매,아파트,2017-12-06,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,7/19,95000,부동산114(단지내)공인중개사사무소 02-823-3800
311,매매,아파트,2017-12-06,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,7/20,95000,흑석한강(단지내)공인중개사사무소02-822-5353
312,매매,아파트,2017-12-06,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,4/19,86000,한강타운(단지내)공인중개사 02-823-3808
313,매매,아파트,2017-12-06,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,11/19,86000,예가인공인중개사 02-812-8989
314,매매,아파트,2017-12-06,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,10/13,86000,우수 활동명문(단지내)센트레빌공인중개사사무소 02-823-0707
315,매매,아파트,2017-12-04,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,80000,우수 활동굿모닝공인중개사 사무소 02-826-2800
316,매매,아파트,2017-12-04,,한강현대 네이버부동산에서 보기,150.8,131.06,1/15,110000,우수 활동굿모닝공인중개사 사무소 02-826-2800
317,매매,아파트,2017-12-04,,흑석한강센트레빌2차 네이버부동산에서 보기,177.17,146.48,15/17,115000,우수 활동한강(정문)롯데캐슬공인중개사사무소 02-821-5114
318,매매,아파트,2017-12-04,,명수대현대 네이버부동산에서 보기,161.98,124.95,8/15,125000,우수 활동굿모닝공인중개사 사무소 02-826-2800
319,매매,아파트,2017-12-04,,흑석한강센트레빌2차 네이버부동산에서 보기,151.31,119.72,12/15,100000,우수 활동한강(정문)센트레빌공인중개사사무소 02-824-3114
320,매매,아파트,2017-12-10,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,뉴공인중개사사무소 02-817-9500
321,매매,아파트,2017-12-05,,흑석한강푸르지오 네이버부동산에서 보기,147.85,115.84,8/14,97000,푸르지오(단지내)공인중개사사무소 02-813-3500
322,매매,아파트,2017-12-05,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,9/16,115000,센트레빌(단지내)공인중개사사무소 02-817-8989
323,매매,아파트,2017-12-05,,흑석한강센트레빌1차 네이버부동산에서 보기,106.97,84.91,3/20,93000,한강타운(단지내)공인중개사 02-823-3808
324,매매,아파트,2017-12-05,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,행운공인중개사사무소 02-817-5006
325,매매,아파트,2017-12-05,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,10/16,115000,한강타운(단지내)공인중개사 02-823-3808
326,매매,아파트,2017-12-05,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,1/16,89000,믿음공인중개사사무소 02-813-3388
327,매매,아파트,2017-12-05,,한강현대 네이버부동산에서 보기,150.8,131.06,8/15,120000,행운공인중개사사무소 02-817-5006
328,매매,아파트,2017-12-11,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,고/19,98000,태양공인중개사사무소 02-813-3894
329,매매,아파트,2017-12-04,,흑석한강센트레빌1차 네이버부동산에서 보기,110.32,84.89,2/16,92000,센트레빌(단지내)공인중개사사무소 02-817-8989
330,매매,아파트,2017-12-04,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,4/15,85000,푸르지오(단지내)공인중개사사무소 02-813-3500
331,매매,아파트,2017-12-04,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,뉴공인중개사사무소 02-817-9500
332,매매,아파트,2017-12-04,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,뉴공인중개사사무소 02-817-9500
333,매매,아파트,2017-12-04,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,6/20,95000,신세계부동산 02-822-5757
334,매매,아파트,2017-12-04,,흑석한강센트레빌1차 네이버부동산에서 보기,143.0,114.83,10/16,116000,흑석한강(단지내)공인중개사사무소02-822-5353
335,매매,아파트,2017-12-04,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,5/17,85000,예가인공인중개사 02-812-8989
336,매매,아파트,2017-12-04,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,7/12,95000,부동산114(단지내)공인중개사사무소 02-823-3800
337,매매,아파트,2017-12-16,,한강현대 네이버부동산에서 보기,87.85,66.22,4/15,80000,신일공인 02-816-4747
338,매매,아파트,2017-12-04,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,5/20,93000,믿음공인중개사사무소 02-813-3388
339,매매,아파트,2017-12-04,,명수대현대 네이버부동산에서 보기,145.45,112.29,6/15,105000,신일공인 02-816-4747
340,매매,아파트,2017-12-04,,흑석한강푸르지오 네이버부동산에서 보기,108.88,84.98,7/17,86000,한강타운(단지내)공인중개사 02-823-3808
341,매매,아파트,2017-12-04,,흑석한강푸르지오 네이버부동산에서 보기,109.06,84.79,13/13,89000,흑석한강(단지내)공인중개사사무소02-822-5353
342,매매,아파트,2017-12-02,,한강현대 네이버부동산에서 보기,87.85,66.22,2/15,81000,우수 활동한강공인중개사사무소 02-817-4411
343,매매,아파트,2017-12-02,,명수대현대 네이버부동산에서 보기,161.98,124.95,8/15,125000,우수 활동한강공인중개사사무소 02-817-4411
344,매매,아파트,2017-12-02,,한강현대 네이버부동산에서 보기,100.04,83.47,1/15,85000,우수 활동굿모닝공인중개사 사무소 02-826-2800
345,매매,아파트,2017-12-10,,명수대현대 네이버부동산에서 보기,145.45,112.29,1/15,98000,우수 활동굿모닝공인중개사 사무소 02-826-2800
346,매매,아파트,2017-12-08,,흑석한강센트레빌2차 네이버부동산에서 보기,177.17,146.48,중/17,115000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
347,매매,아파트,2017-11-28,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,5/19,83000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
348,매매,아파트,2017-11-28,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,13/20,80000,우수 활동드림(단지내)공인중개사사무소 02-823-8500
349,매매,아파트,2017-12-04,,마크힐스 네이버부동산에서 보기,275.69,244.43,3/10,310000,아델공인중개사사무소02-569-0111
350,매매,아파트,2017-12-01,,명수대현대 네이버부동산에서 보기,145.45,112.29,2/15,105000,우수 활동굿모닝공인중개사 사무소 02-826-2800
351,매매,아파트,2017-12-01,,한강현대 네이버부동산에서 보기,151.44,131.4,2/15,107000,우수 활동한강공인중개사사무소 02-817-4411
352,매매,아파트,2017-12-07,,흑석한강센트레빌2차 네이버부동산에서 보기,111.14,84.95,저/17,83000,우수 활동파크(단지내)공인중개사사무소 02-823-1003
353,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,143.23,114.95,2/16,105000,센트레빌(단지내)공인중개사사무소 02-817-8989
354,매매,아파트,2017-12-02,,흑석한강센트레빌1차 네이버부동산에서 보기,107.79,84.84,7/12,95000,센트레빌(단지내)공인중개사사무소 02-817-8989
355,매매,아파트,2017-11-28,,흑석한강센트레빌2차 네이버부동산에서 보기,111.29,84.99,13/20,80000,우수 활동파크(단지내)공인중개사사무소 02-823-1003
